Person,Skill,Rating
Person 487,Java,4
Person 487,PHP,4
Person 487,C,2
Person 487,Ruby,3
Person 487,R,5
Person 487,Python,3
Person 488,R,4
Person 488,C,3
Person 488,PHP,4
Person 488,C++,2
Person 488,Java,4
Person 489,Kotlin,5
Person 489,JavaScript,1
Person 489,Java,2
Person 489,Go,5
Person 489,C,3
Person 489,C++,2
Person 489,Ruby,2
Person 489,Python,4
Person 489,PHP,3
Person 490,JavaScript,2
Person 490,Java,3
Person 491,Kotlin,2
Person 491,PHP,3
Person 492,Ruby,2
Person 492,JavaScript,4
Person 492,Java,4
Person 492,R,5
Person 493,PHP,3
Person 493,Go,2
Person 493,C,2
Person 493,Ruby,3
Person 493,C++,1
Person 493,JavaScript,4
Person 494,JavaScript,4
Person 494,PHP,4
Person 494,Ruby,2
Person 494,R,4
Person 494,Go,1
Person 494,Java,3
Person 495,JavaScript,3
Person 495,Go,3
Person 495,C,2
Person 495,PHP,4
Person 495,C++,4
Person 495,Python,3
Person 495,Ruby,4
Person 495,R,2
Person 496,Swift,4
Person 497,JavaScript,3
Person 497,Ruby,3
Person 497,R,4
Person 497,Java,4
Person 498,Ruby,1
Person 498,Go,4
Person 498,Swift,1
Person 498,Python,2
Person 498,Kotlin,5
Person 498,Java,1
Person 498,C,1
Person 498,C++,1
Person 498,JavaScript,4
Person 498,R,3
Person 499,C++,1
Person 499,Python,3
Person 499,Go,3
Person 499,Swift,4
Person 499,Ruby,3
Person 500,Swift,1
Person 500,C++,5
Person 500,Go,3
Person 500,Java,5
Person 500,Kotlin,3
Person 500,C,4
Person 500,Ruby,4
Person 500,Python,4
Person 501,Kotlin,2
Person 501,C++,4
Person 501,Python,2
Person 501,Java,4
Person 501,Swift,2
Person 501,Go,4
Person 501,Ruby,3
Person 501,R,4
Person 501,PHP,4
Person 502,C++,3
Person 502,Python,3
Person 502,R,1
Person 502,C,2
Person 502,JavaScript,1
Person 502,Java,1
Person 502,Go,5
Person 503,Kotlin,4
Person 503,Go,2
Person 503,JavaScript,3
Person 503,C,3
Person 504,PHP,4
Person 504,Java,5
Person 504,C,1
Person 504,Swift,4
Person 504,C++,1
Person 504,Python,3
Person 505,Java,2
Person 506,JavaScript,2
Person 506,Java,4
Person 506,Go,1
Person 506,Ruby,3
Person 506,C++,4
Person 506,Swift,2
Person 506,PHP,2
Person 506,Kotlin,1
Person 506,C,5
Person 507,Go,5
Person 507,Java,1
Person 507,Kotlin,4
Person 508,Go,3
Person 508,Java,2
Person 508,JavaScript,5
Person 508,R,5
Person 508,Swift,5
Person 508,C,4
Person 508,C++,4
Person 509,Ruby,3
Person 509,C++,5
Person 509,Java,2
Person 509,Go,2
Person 509,C,4
Person 509,Kotlin,4
Person 509,R,5
Person 509,PHP,2
Person 509,Swift,5
Person 509,JavaScript,1
Person 510,PHP,3
Person 510,Go,4
Person 510,R,3
Person 510,Python,5
Person 510,JavaScript,3
Person 510,Java,5
Person 510,Swift,1
Person 511,Ruby,3
Person 511,R,4
Person 511,Go,1
Person 511,JavaScript,5
Person 511,Java,5
Person 511,C++,5
Person 512,C,2
Person 513,Kotlin,2
Person 513,Swift,1
Person 514,Python,3
Person 514,Go,4
Person 514,PHP,4
Person 514,Swift,2
Person 514,C++,4
Person 514,R,4
Person 515,Python,2
Person 515,Go,3
Person 516,JavaScript,4
Person 517,Go,1
Person 517,PHP,5
Person 517,Swift,5
Person 517,Ruby,1
Person 517,Kotlin,1
Person 517,R,3
Person 517,C,4
Person 517,JavaScript,4
Person 517,C++,3
Person 517,Java,1
Person 518,Kotlin,2
Person 518,JavaScript,1
Person 518,C++,2
Person 518,Go,4
Person 518,Python,5
Person 518,C,1
Person 519,R,4
Person 519,Python,4
Person 519,Java,4
Person 519,C,2
Person 519,Kotlin,1
Person 519,C++,5
Person 519,Go,2
Person 520,C++,5
Person 521,Go,2
Person 521,JavaScript,3
Person 521,R,4
Person 521,Ruby,1
Person 522,Python,5
Person 522,R,1
Person 522,Ruby,1
Person 522,JavaScript,4
Person 522,Go,4
Person 522,C++,3
Person 522,C,2
Person 522,Kotlin,1
Person 522,Swift,1
Person 522,Java,3
Person 523,Swift,2
Person 523,Java,5
Person 523,JavaScript,3
Person 523,C++,1
Person 524,Swift,3
Person 524,C++,4
Person 524,Kotlin,1
Person 525,Swift,5
Person 525,C++,5
Person 525,JavaScript,2
Person 526,Swift,5
Person 527,Go,1
Person 527,Python,2
Person 527,C,4
Person 527,Ruby,2
Person 527,JavaScript,4
Person 527,C++,2
Person 528,Kotlin,5
Person 529,PHP,5
Person 529,Kotlin,2
Person 529,JavaScript,1
Person 529,C++,2
Person 529,Go,4
Person 529,Java,1
Person 529,C,3
Person 529,Python,2
Person 529,R,1
Person 530,C,5
Person 531,Python,1
Person 531,Swift,5
Person 531,C++,5
Person 531,Ruby,3
Person 531,C,3
Person 532,Go,5
Person 533,Java,3
Person 533,R,2
Person 533,Python,2
Person 533,C,4
Person 533,Swift,1
Person 533,PHP,2
Person 533,Kotlin,4
Person 533,JavaScript,5
Person 534,C++,1
Person 534,C,3
Person 534,Python,1
Person 534,Swift,4
Person 535,Kotlin,4
Person 535,JavaScript,3
Person 536,Swift,3
Person 536,Ruby,2
Person 537,Swift,3
Person 537,PHP,5
Person 537,Kotlin,3
Person 537,Go,2
Person 538,Java,3
Person 538,PHP,5
Person 538,Go,4
Person 538,C,5
Person 538,Swift,1
Person 538,R,1
Person 538,Ruby,2
Person 538,JavaScript,1
Person 539,R,5
Person 539,Go,4
Person 539,JavaScript,1
Person 539,Python,4
Person 539,Ruby,3
Person 539,Swift,3
Person 539,C,1
Person 539,PHP,2
Person 539,Kotlin,1
Person 540,PHP,3
Person 541,R,4
Person 541,Python,1
Person 541,Go,5
Person 542,JavaScript,5
Person 542,Swift,4
Person 542,Go,4
Person 543,R,3
Person 543,Swift,5
Person 543,C,2
Person 543,Python,1
Person 544,JavaScript,2
Person 544,Ruby,5
Person 544,PHP,3
Person 544,C++,4
Person 544,C,5
Person 545,Go,3
Person 546,Ruby,2
Person 546,JavaScript,5
Person 546,C,4
Person 546,Kotlin,4
Person 546,Go,1
Person 546,Java,2
Person 546,Swift,5
Person 546,C++,1
Person 546,R,1
Person 546,PHP,3
Person 547,C,1
Person 547,JavaScript,2
Person 547,Java,5
Person 548,Python,3
Person 548,C++,3
Person 548,Go,2
Person 548,JavaScript,2
Person 548,R,5
Person 549,Kotlin,4
Person 549,R,1
Person 550,Swift,4
Person 550,R,3
Person 550,Java,1
Person 550,Python,1
Person 550,Go,1
Person 550,Kotlin,4
Person 550,C++,2
Person 550,C,1
Person 551,JavaScript,1
Person 552,C,5
Person 553,Python,1
Person 553,PHP,5
Person 554,JavaScript,4
Person 555,Kotlin,4
Person 555,C++,3
Person 555,C,1
Person 555,R,5
Person 555,JavaScript,4
Person 555,Python,4
Person 556,Java,4
Person 556,Go,4
Person 556,JavaScript,5
Person 556,C++,5
Person 556,Kotlin,3
Person 556,Ruby,2
Person 557,Go,5
Person 557,Swift,3
Person 557,Ruby,5
Person 557,JavaScript,3
Person 557,Python,1
Person 557,PHP,2
Person 557,Kotlin,2
Person 558,Kotlin,3
Person 558,C++,3
Person 558,Ruby,1
Person 558,JavaScript,3
Person 558,Swift,1
Person 559,Python,2
Person 559,PHP,4
Person 559,Swift,2
Person 559,C,2
Person 559,Java,5
Person 559,R,5
Person 559,C++,4
Person 559,JavaScript,3
Person 560,Ruby,4
Person 560,Swift,4
Person 560,PHP,3
Person 560,Kotlin,4
Person 560,Python,2
Person 560,C,3
Person 560,Java,4
Person 560,Go,3
Person 560,JavaScript,2
Person 560,C++,3
Person 561,Ruby,3
Person 561,PHP,3
Person 561,JavaScript,3
Person 561,Swift,5
Person 562,Go,5
Person 562,C++,1
Person 562,PHP,5
Person 562,Java,1
Person 562,JavaScript,3
Person 562,Ruby,5
Person 562,R,3
Person 562,Kotlin,1
Person 563,Go,4
Person 563,PHP,2
Person 563,R,4
Person 563,Kotlin,2
Person 563,Ruby,1
Person 564,R,2
Person 564,C,2
Person 564,C++,5
Person 564,Kotlin,2
Person 564,Go,1
Person 564,Java,4
Person 564,Python,2
Person 565,Java,1
Person 565,Go,5
Person 565,Swift,5
Person 565,C,2
Person 565,Kotlin,1
Person 565,Ruby,5
Person 565,R,5
Person 565,PHP,1
Person 565,C++,3
Person 565,Python,2
Person 566,Ruby,2
Person 566,Swift,1
Person 566,C++,1
Person 566,C,5
Person 566,Go,1
Person 566,JavaScript,5
Person 566,R,2
Person 566,PHP,1
Person 566,Kotlin,5
Person 567,C++,5
Person 568,PHP,4
Person 568,R,5
Person 568,Go,5
Person 568,Python,1
Person 568,Ruby,1
Person 568,C++,1
Person 568,Kotlin,5
Person 568,Java,1
Person 568,Swift,2
Person 569,Swift,1
Person 569,Go,5
Person 570,Go,2
Person 570,Java,1
Person 570,Python,2
Person 570,JavaScript,1
Person 570,Kotlin,2
Person 570,Ruby,4
Person 570,C++,5
Person 570,PHP,2
Person 570,R,5
Person 571,Java,1
Person 571,Go,3
Person 572,Go,5
Person 572,Ruby,2
Person 572,Swift,1
Person 572,C,3
Person 573,JavaScript,1
Person 573,C,1
Person 573,C++,1
Person 573,Ruby,1
Person 573,Python,1
Person 573,PHP,5
Person 573,Kotlin,2
Person 573,Go,1
Person 573,Swift,5
Person 573,Java,3
Person 574,R,4
Person 575,PHP,5
Person 575,C++,3
Person 575,Swift,1
Person 575,Java,3
Person 575,C,4
Person 575,Go,4
Person 576,C,2
Person 576,Go,3
Person 576,C++,1
Person 576,Ruby,5
Person 576,Python,4
Person 576,R,1
Person 576,JavaScript,5
Person 577,Python,2
Person 578,Kotlin,4
Person 579,Go,1
Person 579,JavaScript,5
Person 579,R,5
Person 579,C,4
Person 579,PHP,3
Person 579,C++,4
Person 579,Java,4
Person 579,Python,4
Person 579,Kotlin,4
Person 580,JavaScript,3
Person 581,Go,3
Person 581,C++,1
Person 581,C,4
Person 582,Swift,4
Person 582,C++,2
Person 582,Go,4
Person 582,Java,1
Person 582,Ruby,1
Person 582,PHP,4
Person 582,JavaScript,1
Person 582,Python,5
Person 582,C,1
Person 582,R,3
Person 583,JavaScript,5
Person 584,Go,2
Person 584,Ruby,5
Person 584,R,2
Person 584,Python,5
Person 584,C++,1
Person 584,JavaScript,4
Person 584,C,5
Person 585,C,4
Person 585,Java,2
Person 585,Go,3
Person 585,PHP,3
Person 585,Ruby,5
Person 585,JavaScript,3
Person 585,R,5
Person 586,Kotlin,5
Person 586,Python,4
Person 586,Java,2
Person 586,JavaScript,2
Person 586,Swift,5
Person 586,C++,4
Person 586,PHP,4
Person 586,R,5
Person 586,C,1
Person 587,Go,1
Person 587,R,4
Person 587,Kotlin,3
Person 588,Java,4
Person 588,Swift,1
Person 588,Python,2
Person 588,C++,5
Person 588,JavaScript,4
Person 588,PHP,2
Person 588,Kotlin,3
Person 589,C++,1
Person 589,Ruby,2
Person 589,Swift,4
Person 589,JavaScript,4
Person 589,PHP,1
Person 589,R,1
Person 590,Go,5
Person 590,C++,4
Person 590,C,1
Person 590,Swift,4
Person 590,Java,1
Person 591,Python,5
Person 591,JavaScript,3
Person 592,Python,5
Person 592,Go,3
Person 593,JavaScript,1
Person 593,C++,4
Person 593,Swift,1
Person 593,Python,1
Person 593,Java,4
Person 593,C,5
Person 593,Go,1
Person 594,C++,5
Person 594,Swift,2
Person 594,Java,5
Person 594,PHP,2
Person 594,Ruby,2
Person 594,Go,2
Person 594,Python,5
Person 594,R,5
Person 594,JavaScript,5
Person 594,Kotlin,3
Person 595,Python,3
Person 595,PHP,4
Person 595,C++,3
Person 595,Java,5
Person 595,Go,2
Person 595,Swift,4
Person 596,Swift,1
Person 596,Kotlin,4
Person 596,R,3
Person 596,JavaScript,5
Person 596,C,5
Person 596,C++,2
Person 596,Ruby,2
Person 596,PHP,2
Person 596,Java,3
Person 596,Python,4
Person 597,C++,4
Person 597,Java,4
Person 597,Ruby,2
Person 597,Kotlin,5
Person 598,C,5
Person 598,Ruby,4
Person 598,R,5
Person 598,Kotlin,1
Person 598,Python,5
Person 598,C++,5
Person 598,PHP,5
Person 598,Java,2
Person 599,Kotlin,5
Person 599,R,3
Person 600,Swift,4
Person 600,R,5
Person 600,Go,5
Person 600,Ruby,1
Person 600,Java,5
Person 600,Python,4
Person 600,C++,5
Person 600,PHP,3
Person 601,C,2
Person 601,JavaScript,2
Person 601,PHP,5
Person 601,Python,2
Person 601,Ruby,2
Person 601,Go,1
Person 601,Java,5
Person 601,Kotlin,4
Person 601,R,1
Person 601,Swift,5
Person 602,Kotlin,3
Person 602,Python,2
Person 602,Java,1
Person 602,Go,5
Person 602,R,2
Person 602,JavaScript,3
Person 602,C++,3
Person 602,Ruby,3
Person 602,PHP,4
Person 602,Swift,1
Person 603,C,3
Person 604,R,5
Person 604,Swift,1
Person 604,Ruby,3
Person 605,Ruby,2
Person 605,Kotlin,1
Person 606,Kotlin,5
Person 606,R,5
Person 606,C,1
Person 606,Swift,2
Person 606,Python,2
Person 606,Ruby,1
Person 606,Go,3
Person 606,JavaScript,5
Person 607,C++,4
Person 607,Java,1
Person 607,JavaScript,5
Person 608,PHP,5
Person 608,C++,2
Person 608,Go,4
Person 609,C,2
Person 609,C++,3
Person 610,Python,5
Person 610,JavaScript,4
Person 610,PHP,1
Person 610,Swift,4
Person 610,C,5
Person 610,Ruby,4
Person 610,Kotlin,5
Person 610,Java,2
Person 611,Ruby,4
Person 611,Go,5
Person 611,C,2
Person 611,JavaScript,3
Person 612,Java,2
Person 612,Ruby,2
Person 612,R,1
Person 612,C++,1
Person 612,PHP,5
Person 612,Kotlin,5
Person 612,Go,1
Person 612,Python,3
Person 612,C,2
Person 613,C++,4
Person 613,JavaScript,4
Person 613,Python,3
Person 613,Swift,2
Person 613,Java,2
Person 613,R,3
Person 613,C,5
Person 613,Ruby,2
Person 613,PHP,1
Person 613,Go,4
Person 614,JavaScript,4
Person 614,C,5
Person 614,Java,5
Person 615,C,4
Person 615,PHP,4
Person 616,Go,1
Person 616,JavaScript,4
Person 617,R,1
Person 617,Java,4
Person 617,Go,4
Person 617,PHP,5
Person 617,Ruby,1
Person 617,Swift,4
Person 617,Python,5
Person 618,Go,5
Person 618,Kotlin,2
Person 618,C++,4
Person 618,Java,4
Person 618,PHP,2
Person 618,R,1
Person 618,JavaScript,2
Person 619,R,1
Person 619,Swift,4
Person 619,Kotlin,4
Person 619,PHP,2
Person 619,Ruby,2
Person 619,C,2
Person 620,C++,3
Person 620,Go,2
Person 621,Ruby,3
Person 622,R,2
Person 622,Ruby,2
Person 622,Python,2
Person 622,Swift,1
Person 622,Java,1
Person 622,JavaScript,2
Person 622,Kotlin,5
Person 622,C++,5
Person 623,C++,4
Person 623,Ruby,3
Person 623,PHP,5
Person 624,Swift,2
Person 624,JavaScript,5
Person 624,C++,5
Person 624,Kotlin,4
Person 624,C,4
Person 624,R,5
Person 625,Go,2
Person 625,Ruby,1
Person 625,R,1
Person 625,Kotlin,4
Person 625,Java,5
Person 626,Kotlin,3
Person 626,Swift,1
Person 626,R,5
Person 627,Swift,4
Person 627,PHP,4
Person 627,R,3
Person 627,Java,1
Person 627,Ruby,4
Person 627,JavaScript,2
Person 627,C,3
Person 627,C++,2
Person 628,C++,4
Person 628,Java,3
Person 628,Swift,5
Person 628,Ruby,2
Person 628,PHP,5
Person 628,Python,1
Person 628,Kotlin,3
Person 628,C,3
Person 629,C++,5
Person 629,Go,3
Person 629,Python,2
Person 630,Kotlin,4
Person 630,R,2
Person 630,Java,2
Person 630,Python,5
Person 631,Ruby,5
Person 631,JavaScript,4
Person 631,Go,2
Person 631,C++,4
Person 631,Swift,4
Person 631,C,3
Person 632,Ruby,4
Person 632,R,3
Person 632,JavaScript,3
Person 632,Kotlin,2
Person 632,Java,3
Person 632,C,4
Person 633,C++,3
Person 633,R,2
Person 634,Kotlin,5
Person 634,JavaScript,1
Person 634,C,4
Person 634,Python,1
Person 634,Swift,2
Person 634,R,4
Person 634,Ruby,2
Person 634,PHP,3
Person 634,C++,1
Person 634,Go,5
Person 635,Ruby,5
Person 635,JavaScript,2
Person 635,Kotlin,4
Person 635,C++,2
Person 635,C,4
Person 636,C++,1
Person 636,JavaScript,5
Person 636,Ruby,4
Person 636,Java,2
Person 636,Go,5
Person 637,Ruby,1
Person 637,Go,2
Person 638,Python,3
Person 638,PHP,3
Person 638,Go,1
Person 639,C++,5
Person 639,C,4
Person 640,JavaScript,1
Person 640,Kotlin,2
Person 640,Java,3
Person 640,Ruby,1
Person 640,Swift,4
Person 640,R,1
Person 640,Python,1
Person 641,Swift,5
Person 641,R,2
Person 641,C,1
Person 641,JavaScript,4
Person 641,PHP,2
Person 641,Kotlin,2
Person 641,Java,2
Person 641,Ruby,3
Person 641,Go,3
Person 642,Ruby,4
Person 642,Go,3
Person 642,Python,3
Person 642,R,1
Person 642,Java,3
Person 642,Kotlin,5
Person 642,C++,5
Person 642,C,2
Person 642,PHP,3
Person 642,Swift,3
Person 643,C++,5
Person 644,Python,2
Person 644,Java,3
Person 645,C++,1
Person 645,Ruby,5
Person 645,PHP,5
Person 645,Kotlin,5
Person 645,JavaScript,2
Person 645,R,2
Person 645,Swift,3
Person 645,Go,2
Person 646,Kotlin,1
Person 646,Java,3
Person 647,C++,1
Person 647,Swift,4
Person 648,C++,2
Person 648,Java,3
Person 648,Ruby,1
Person 648,R,3
Person 648,Python,1
Person 648,PHP,1
Person 648,JavaScript,3
Person 648,Kotlin,5
Person 648,Swift,1
Person 648,Go,1
Person 649,JavaScript,4
Person 650,Python,2
Person 650,C++,3
Person 650,Go,1
Person 650,PHP,3
Person 650,C,2
Person 651,Java,3
Person 651,R,4
Person 651,JavaScript,1
Person 651,Swift,4
Person 651,PHP,5
Person 651,Kotlin,1
Person 651,Ruby,2
Person 651,C,5
Person 651,Go,3
Person 651,C++,2
Person 652,C,4
Person 653,Java,1
Person 653,PHP,2
Person 653,Python,3
Person 653,Swift,5
Person 653,Go,5
Person 653,C++,5
Person 653,R,1
Person 653,JavaScript,4
Person 653,Ruby,5
Person 654,Java,5
Person 654,C++,3
Person 654,R,1
Person 654,Ruby,4
Person 654,C,1
Person 654,Go,1
Person 655,PHP,2
Person 655,Swift,4
Person 655,Python,5
Person 655,R,4
Person 655,Go,1
Person 655,Ruby,3
Person 655,Kotlin,2
Person 656,JavaScript,1
Person 656,Swift,2
Person 656,C,1
Person 656,Go,4
Person 656,Python,1
Person 656,Kotlin,1
Person 656,Ruby,4
Person 657,JavaScript,2
Person 657,PHP,1
Person 657,Swift,1
Person 657,Ruby,2
Person 657,C++,5
Person 657,R,2
Person 658,JavaScript,3
Person 658,R,1
Person 658,Go,3
Person 658,Python,2
Person 658,Swift,5
Person 658,C++,1
Person 658,C,1
Person 658,Ruby,5
Person 658,Java,3
Person 659,Python,2
Person 659,C++,4
Person 659,Ruby,4
Person 659,JavaScript,1
Person 659,Kotlin,1
Person 659,PHP,1
Person 660,Swift,2
Person 660,PHP,4
Person 661,Kotlin,3
Person 661,PHP,2
Person 661,Go,1
Person 662,Python,2
Person 662,JavaScript,1
Person 662,Kotlin,3
Person 662,C,4
Person 662,Ruby,5
Person 662,PHP,4
Person 662,R,5
Person 662,Java,5
Person 663,Go,2
Person 664,Python,3
Person 664,Go,1
Person 664,R,4
Person 664,Java,3
Person 665,JavaScript,4
Person 665,Kotlin,5
Person 666,R,2
Person 666,Kotlin,3
Person 666,JavaScript,2
Person 666,C,4
Person 667,C++,5
Person 667,Java,5
Person 667,Swift,3
Person 667,PHP,3
Person 667,C,2
Person 667,Kotlin,1
Person 667,R,2
Person 667,Python,2
Person 668,R,5
Person 668,Java,3
Person 669,C++,4
Person 669,R,1
Person 669,JavaScript,3
Person 670,C,4
Person 671,Java,5
Person 671,Python,4
Person 671,R,2
Person 671,Kotlin,2
Person 671,PHP,1
Person 672,C++,3
Person 672,Kotlin,1
Person 672,C,5
Person 672,PHP,1
Person 672,Go,1
Person 673,Python,3
Person 673,Java,2
Person 673,Ruby,3
Person 674,Python,4
Person 675,Ruby,2
Person 676,Java,1
Person 676,R,5
Person 676,Kotlin,2
Person 676,Python,4
Person 676,C,2
Person 676,Swift,2
Person 676,C++,1
Person 676,Go,2
Person 677,Go,4
Person 677,R,4
Person 677,Java,4
Person 677,C++,3
Person 677,PHP,1
Person 678,Python,1
Person 679,C++,3
Person 679,Swift,2
Person 679,C,4
Person 679,PHP,5
Person 679,Python,3
Person 679,JavaScript,1
Person 680,Swift,3
Person 680,JavaScript,5
Person 680,Kotlin,3
Person 680,Go,3
Person 680,R,1
Person 680,C,4
Person 680,Python,1
Person 680,Ruby,4
Person 681,Python,3
Person 681,Java,4
Person 681,Ruby,2
Person 681,C,3
Person 681,JavaScript,1
Person 681,R,4
Person 681,Kotlin,5
Person 681,C++,3
Person 682,Java,2
Person 683,JavaScript,1
Person 683,Kotlin,3
Person 684,Go,3
Person 685,PHP,1
Person 685,JavaScript,1
Person 686,C++,4
Person 686,R,4
Person 686,Swift,5
Person 686,Python,5
Person 686,JavaScript,5
Person 686,C,5
Person 686,Java,3
Person 686,Ruby,5
Person 686,Go,2
Person 687,Swift,3
Person 688,C++,3
Person 689,Ruby,5
Person 689,Kotlin,2
Person 689,R,3
Person 690,Java,1
Person 690,Python,3
Person 691,R,5
Person 691,C++,1
Person 691,Java,1
Person 691,PHP,2
Person 691,Python,1
Person 691,Ruby,2
Person 692,Ruby,4
Person 692,Kotlin,1
Person 692,Go,1
Person 692,PHP,2
Person 692,Java,2
Person 693,C++,1
Person 693,C,4
Person 693,Kotlin,2
Person 694,Ruby,1
Person 694,C,2
Person 695,JavaScript,5
Person 695,C++,2
Person 695,Go,5
Person 695,Kotlin,4
Person 695,Python,3
Person 695,PHP,3
Person 695,C,4
Person 696,C++,3
Person 696,C,4
Person 696,Java,1
Person 697,PHP,1
Person 697,Swift,1
Person 697,C++,1
Person 697,Ruby,5
Person 697,C,4
Person 697,JavaScript,4
Person 697,Java,5
Person 697,R,3
Person 697,Kotlin,3
Person 697,Go,5
Person 698,JavaScript,1
Person 698,R,4
Person 698,PHP,1
Person 698,Swift,2
Person 699,Ruby,1
Person 699,PHP,5
Person 699,R,1
Person 699,C++,3
Person 699,Python,2
Person 699,Java,5
Person 699,JavaScript,1
Person 699,Swift,3
Person 699,C,2
Person 700,C++,5
Person 700,JavaScript,4
Person 700,Ruby,1
Person 700,Java,4
Person 700,Python,2
Person 700,C,1
Person 700,Go,3
Person 700,R,4
Person 700,PHP,1
Person 701,Swift,2
Person 701,Ruby,5
Person 702,Swift,4
Person 703,PHP,3
Person 703,JavaScript,3
Person 703,C++,4
Person 703,Go,1
Person 703,Python,1
Person 703,Java,3
Person 704,Go,3
Person 704,Swift,5
Person 704,Java,4
Person 704,R,4
Person 704,Kotlin,2
Person 704,C++,2
Person 704,Python,3
Person 705,C++,4
Person 705,Java,3
Person 705,Python,5
Person 705,Kotlin,3
Person 705,Go,5
Person 705,JavaScript,4
Person 705,Swift,3
Person 705,R,3
Person 705,PHP,5
Person 706,Swift,5
Person 706,Python,4
Person 706,C++,2
Person 706,Ruby,2
Person 707,R,5
Person 708,Go,3
Person 708,Java,4
Person 708,Python,1
Person 709,C++,2
Person 709,PHP,3
Person 709,JavaScript,3
Person 709,Python,4
Person 709,Go,4
Person 709,R,4
Person 709,C,1
Person 710,PHP,4
Person 710,Java,5
Person 710,Ruby,1
Person 710,C++,1
Person 710,R,5
Person 710,Go,5
Person 710,C,3
Person 710,Swift,1
Person 710,Python,1
Person 711,C,5
Person 711,Java,1
Person 711,R,3
Person 711,Python,2
Person 711,Ruby,2
Person 711,Swift,5
Person 711,PHP,4
Person 711,Go,2
Person 711,C++,4
Person 712,R,2
Person 712,Python,4
Person 712,JavaScript,4
Person 712,Kotlin,2
Person 712,Ruby,3
Person 712,Swift,3
Person 712,C++,5
Person 712,C,2
Person 713,Go,5
Person 713,C,1
Person 713,Java,5
Person 713,Python,4
Person 713,R,5
Person 713,Swift,2
Person 713,JavaScript,4
Person 713,Ruby,3
Person 714,C,2
Person 714,R,5
Person 714,C++,2
Person 714,Kotlin,4
Person 714,JavaScript,5
Person 715,Kotlin,2
Person 715,C,3
Person 715,Ruby,2
Person 715,JavaScript,4
Person 715,Java,3
Person 715,Go,3
Person 715,R,2
Person 716,Swift,4
Person 716,Java,2
Person 716,C++,5
Person 717,PHP,1
Person 717,Swift,5
Person 717,JavaScript,3
Person 717,C++,5
Person 718,R,1
Person 718,PHP,2
Person 718,Kotlin,4
Person 718,Ruby,1
Person 718,C,2
Person 718,C++,1
Person 719,Kotlin,4
Person 719,C,2
Person 719,Python,4
Person 719,Go,4
Person 719,Java,1
Person 719,PHP,5
Person 719,R,5
Person 720,Swift,4
Person 720,Kotlin,4
Person 720,Ruby,4
Person 721,Kotlin,4
Person 721,PHP,5
Person 721,R,5
Person 721,Python,3
Person 721,JavaScript,2
Person 721,Ruby,1
Person 722,C,5
Person 722,Swift,3
Person 722,PHP,1
Person 722,Java,3
Person 722,C++,3
Person 722,JavaScript,3
Person 723,C++,2
Person 723,Go,5
Person 723,Ruby,5
Person 723,R,1
Person 723,Java,5
Person 723,Swift,1
Person 723,Kotlin,1
Person 723,Python,1
Person 723,C,3
Person 723,PHP,1
Person 724,Ruby,2
Person 724,R,1
Person 724,Go,4
Person 724,Swift,5
Person 725,C++,4
Person 725,Ruby,1
Person 725,Swift,3
Person 725,JavaScript,5
Person 725,Python,5
Person 725,R,5
Person 725,Kotlin,3
Person 725,PHP,2
Person 725,Go,2
Person 725,Java,2
Person 726,Swift,2
Person 726,Java,2
Person 726,C++,4
Person 726,JavaScript,1
Person 726,Kotlin,3
Person 727,Go,3
Person 727,R,3
Person 727,Ruby,5
Person 727,JavaScript,2
Person 728,C++,5
Person 728,Kotlin,3
Person 729,Swift,2
Person 729,Kotlin,1
Person 729,R,4
Person 729,C++,5
Person 729,Java,2
Person 730,Ruby,1
Person 730,Python,2
Person 730,Java,1
Person 730,C++,2
Person 731,C++,3
Person 732,Kotlin,4
Person 732,Ruby,5
Person 732,Go,5
Person 732,Swift,4
Person 732,PHP,2
Person 732,JavaScript,3
Person 732,Python,5
Person 732,Java,3
Person 733,Swift,5
Person 734,PHP,1
Person 735,JavaScript,4
Person 735,R,2
Person 735,Java,1
Person 735,Go,1
Person 735,C++,1
Person 735,Swift,5
Person 735,C,3
Person 735,Kotlin,5
Person 735,Ruby,3
Person 736,R,2
Person 736,C,1
Person 736,JavaScript,3
Person 736,Kotlin,2
Person 736,Python,4
Person 736,C++,1
Person 736,Ruby,5
Person 737,R,5
Person 737,Python,2
Person 737,C++,1
Person 737,JavaScript,4
Person 737,Go,3
Person 737,Java,5
Person 737,PHP,3
Person 737,Kotlin,4
Person 737,Ruby,3
Person 737,C,5
Person 738,Swift,5
Person 738,Kotlin,5
Person 739,Java,3
Person 739,C,1
Person 739,Go,4
Person 739,Python,1
Person 739,R,1
Person 740,Kotlin,1
Person 740,Go,3
Person 740,Ruby,2
Person 740,Python,5
Person 740,PHP,3
Person 741,C++,4
Person 741,Kotlin,3
Person 741,Swift,5
Person 741,Java,3
Person 741,PHP,4
Person 741,Python,5
Person 741,C,4
Person 741,JavaScript,2
Person 741,Ruby,4
Person 741,Go,5
Person 742,Python,3
Person 742,JavaScript,4
Person 742,Kotlin,5
Person 742,Go,4
Person 742,Ruby,5
Person 742,Java,4
Person 743,Python,3
Person 743,Go,5
Person 743,C,3
Person 743,JavaScript,2
Person 743,Ruby,4
Person 743,R,2
Person 744,R,5
Person 744,Kotlin,2
Person 744,Swift,1
Person 744,Go,2
Person 745,Swift,3
Person 745,Python,4
Person 745,Java,5
Person 745,Ruby,3
Person 745,C++,1
